4	2	H	2.2	3.5	3.1
0	2	A	3.1	3.4	2.25
0	2	A	2.8	3.3	2.5
1	1	D	2.63	3.25	2.63
3	3	D	1.36	5	8
1	0	H	1.8	3.5	4.33
2	3	A	2.3	3.25	3.25
2	0	H	3	3.6	2.2
1	3	A	2.45	3.3	2.8
1	0	H	2.45	3.6	2.7
4	0	H	1.8	3.5	4.5
1	4	A	2.38	3.4	2.88
3	2	H	1.7	3.9	4.75
1	0	H	3.5	3.5	2
0	0	D	3.1	3.4	2.25
0	0	D	3.4	3.5	2.1
4	3	H	2	3.2	4.1
5	0	H	1.45	4.2	7
2	2	D	2	3.4	3.7
1	1	D	2.8	3.7	2.3
2	2	D	1.8	3.75	4.2
3	0	H	1.95	3.4	3.9
3	0	H	2.63	3.25	2.7
4	0	H	2.2	3.3	3.3
0	2	A	4.1	3.4	1.91
1	1	D	2.45	3.4	2.8
0	0	D	2.2	3.25	3.3
1	1	D	1.7	3.8	4.75
2	1	H	1.75	3.75	4.33
2	2	D	1.45	4.33	7
1	1	D	2.7	3.4	2.5
1	0	H	3.2	3.4	2.2
1	2	A	2.55	3.2	2.8
1	0	H	3	3.4	2.3
2	1	H	1.85	3.5	4.1
1	1	D	1.95	3.5	3.9
1	2	A	1.91	3.5	3.7
1	1	D	1.91	3.6	3.8
0	2	A	3.9	3.75	1.85
0	1	A	1.83	3.75	4
3	0	H	2.9	3.25	2.4
2	0	H	1.33	5.25	9
3	0	H	2.38	3.3	2.9
3	1	H	2.4	3.3	2.9
0	1	A	3.1	3.6	2.15
1	3	A	3.3	3.7	2.05
1	0	H	1.8	3.5	4.5
1	0	H	1.75	3.75	4.33
0	2	A	3.25	3.5	2.1
0	1	A	1.73	3.8	4.75
0	1	A	2.63	3.3	2.63
1	0	H	3.1	3.4	2.25
3	0	H	2.05	3.4	3.4
1	0	H	2.35	3.4	3
1	1	D	1.45	4.2	7
3	2	H	4.5	3.6	1.75
1	1	D	2.3	3.3	3.2
1	0	H	2.3	3.3	3
1	1	D	2.6	3.4	2.7
0	3	A	4	3.5	1.9
1	3	A	2.1	3.3	3.5
4	1	H	2.15	3.5	3.2
1	1	D	2.3	3.4	3.1
1	0	H	2.4	3.4	2.8
2	1	H	1.75	3.6	4.75
2	1	H	1.48	4.2	7
0	2	A	5.25	4	1.62
1	2	A	1.7	3.6	5
2	1	H	1.9	3.5	4
1	0	H	1.57	4.1	5.5
1	0	H	1.38	4.5	8
0	0	D	2.63	3.3	2.55
3	1	H	4	3.7	1.85
2	0	H	2	3.6	3.4
2	3	A	2.63	3.6	2.5
3	2	H	3	3.4	2.3
4	1	H	1.85	4.1	3.5
3	0	H	1.55	4.5	5
2	0	H	1.6	4	5
3	1	H	1.9	3.5	4
0	0	D	3.4	3.75	2
0	0	D	3.75	3.9	1.85
2	1	H	2.75	3.6	2.35
1	1	D	2.3	3.7	2.8
1	0	H	1.42	4.75	6.5
1	0	H	3	3.2	2.4
3	0	H	2.15	3.25	3.5
2	2	D	1.67	3.9	4.5
1	1	D	3.9	3.4	1.95
1	3	A	2.45	3.4	2.8
2	0	H	1.67	3.9	4.75
0	1	A	2.4	3.4	2.8
3	0	H	2.45	3.3	2.75
1	0	H	1.73	3.75	4.5
6	1	H	1.8	3.6	4.33
0	0	D	2.15	3.5	3.2
2	2	D	3	3.2	2.4
0	0	D	1.67	3.8	5
4	0	H	1.95	3.6	3.75
1	1	D	2.45	3.4	2.75
1	2	A	1.85	3.5	4.2
2	0	H	2.2	3.5	3.1
2	1	H	3.1	3.7	2.1
2	0	H	1.9	3.7	3.9
0	0	D	2.2	3.5	3.1
2	1	H	3.5	3.8	1.95
0	0	D	1.91	3.4	4
1	1	D	1.75	3.9	4.2
2	0	H	1.9	3.6	3.8
5	0	H	2.05	3.5	3.5
3	0	H	2	3.2	4
1	1	D	3.9	3.5	1.95
1	0	H	2.75	3.3	2.5
1	0	H	2.1	3.4	3.4
0	2	A	1.7	3.8	4.75
1	1	D	1.95	3.2	4.1
1	2	A	1.85	3.6	4.2
0	2	A	2.7	3.25	2.6
1	1	D	2.55	3.4	2.63
0	1	A	2.88	3.4	2.38
2	0	H	1.91	3.4	4.2
2	1	H	1.33	5	9.5
1	1	D	2.55	3.25	2.75
2	2	D	2.7	3.25	2.7
0	0	D	2.1	3.4	3.4
2	2	D	2.38	3.4	2.9
1	1	D	2.9	3.4	2.38
0	0	D	2.7	3.4	2.5
1	1	D	2.63	3.5	2.55
1	2	A	2.55	3.3	2.75
1	0	H	1.57	4.1	5.25
1	0	H	2	3.6	3.4
1	2	A	3.4	3.4	2.1
0	0	D	4.1	3.6	1.82
3	2	H	2.2	3.4	3.2
1	0	H	2.4	3.4	2.8
0	0	D	1.65	3.6	5.5
1	1	D	2.3	3.3	3.1
3	3	D	2.7	3.4	2.5
2	0	H	1.75	3.6	4.75
2	0	H	1.55	4.2	5.5
0	1	A	2.45	3.25	2.88
0	0	D	1.65	3.9	5
3	3	D	2.75	3.3	2.5
1	1	D	2.7	3.4	2.5
0	2	A	2.88	3.1	2.63
1	2	A	2.75	3.2	2.7
2	1	H	2.2	3.4	3.25
2	1	H	2.63	3.4	2.63
1	1	D	1.67	4	5
3	0	H	1.18	8	11
0	3	A	1.7	4.1	4.5
1	3	A	2.45	3.4	2.8
0	0	D	3.6	3.4	2.05
2	6	A	1.91	3.5	3.9
1	0	H	2.75	3.1	2.7
1	2	A	3.1	3.25	2.3
1	0	H	3	3.3	2.3
1	4	A	3.5	3.6	1.95
2	0	H	2.2	3.25	3.2
1	0	H	2.2	3.6	3
1	0	H	1.95	3.4	3.9
0	2	A	2	3.5	3.6
1	2	A	1.75	3.7	4.5
1	0	H	4.1	3.4	1.9
1	0	H	1.85	3.5	4.2
0	0	D	3.3	3.1	2.3
0	0	D	2.25	3.2	3.25
1	0	H	1.67	3.7	5
1	3	A	2.3	3.4	3
5	1	H	1.73	4	4.33
1	1	D	2.5	3.25	2.8
1	1	D	1.65	3.9	5
2	0	H	1.25	5.5	12
0	2	A	2.3	3.4	3.1
3	1	H	2.8	3.4	2.4
2	2	D	2.15	3.2	3.5
1	0	H	1.85	3.7	4
1	2	A	2.7	3.3	2.6
1	0	H	1.9	3.5	3.9
2	2	D	3.1	3.4	2.25
0	1	A	2.7	3.25	2.63
